State_ID,date,state,hospitalizedCurrently,hospitalizedCumulative,recovered,hospitalizedDischarged,dateChecked
3662,20210101,MD,1734.0,26819.0,9358.0,,2021-01-01T10:00:00Z
3663,20210101,ME,182.0,1065.0,11374.0,,2020-12-31T23:59:00Z
3664,20210101,MI,2758.0,,318389.0,,2020-12-30T00:00:00Z
3665,20210101,MN,895.0,21864.0,397080.0,,2020-12-31T17:00:00Z
3666,20210101,MO,2779.0,,,,2021-01-01T00:59:00Z
3667,20210101,MP,,4.0,29.0,,2020-12-30T00:00:00Z
3668,20210101,MS,1456.0,8145.0,167263.0,,2020-12-31T00:00:00Z
3669,20210101,MT,203.0,3568.0,74991.0,,2021-01-01T00:00:00Z
3670,20210101,NC,3472.0,,,403488.0,2020-12-31T11:55:00Z
3671,20210101,ND,94.0,3552.0,89314.0,,2021-01-01T01:59:00Z
3672,20210101,NE,534.0,5254.0,107694.0,,2020-12-31T21:30:00Z
3673,20210101,NH,317.0,902.0,37350.0,,2020-12-31T09:00:00Z
3674,20210101,NJ,3625.0,48572.0,,56109.0,2021-01-01T00:00:00Z
3675,20210101,NM,791.0,9756.0,66638.0,,2021-01-01T17:51:00Z
3676,20210101,NV,1871.0,,,,2021-01-01T00:00:00Z
3677,20210101,NY,7886.0,,,102968.0,2020-12-31T14:00:00Z
3678,20210101,OH,4367.0,38334.0,556106.0,,2020-12-31T14:00:00Z
3679,20210101,OK,1910.0,17059.0,255843.0,,
3680,20210101,OR,524.0,6498.0,,,2020-12-31T03:01:00Z
3681,20210101,PA,5624.0,,429017.0,,2021-01-01T12:00:00Z
3682,20210101,PR,432.0,,66930.0,,2021-01-01T00:00:00Z
3683,20210101,RI,426.0,6506.0,,5381.0,2021-01-04T16:31:00Z
3684,20210101,SC,2025.0,14390.0,151084.0,,2020-12-29T23:59:00Z
3685,20210101,SD,297.0,5672.0,91980.0,,2020-12-30T14:00:00Z
3686,20210101,TN,3378.0,14531.0,508914.0,,2021-01-01T00:00:00Z
3687,20210101,TX,12481.0,,1435164.0,,2021-01-01T15:30:00Z
3688,20210101,UT,565.0,10956.0,224439.0,,2020-12-31T09:56:00Z
3689,20210101,VA,2754.0,18166.0,,30964.0,2020-12-31T17:00:00Z
3690,20210101,VI,,,1901.0,,2021-01-01T08:59:00Z
3691,20210101,VT,31.0,,4959.0,,2020-12-30T23:59:00Z
3692,20210101,WA,1138.0,14748.0,,,2020-12-31T02:59:00Z
3693,20210101,WI,1074.0,21400.0,450358.0,,2021-01-01T00:00:00Z
3694,20210101,WV,809.0,,60316.0,,2020-12-31T23:59:00Z
3695,20210101,WY,113.0,1102.0,42570.0,,2020-12-31T00:00:00Z
3696,20201231,AK,79.0,1023.0,,,2020-12-31T03:59:00Z
3697,20201231,AL,2815.0,34184.0,202137.0,,2020-12-31T11:00:00Z
3698,20201231,AR,1195.0,11358.0,199247.0,,2020-12-31T00:00:00Z
3699,20201231,AS,,,,,2020-12-01T00:00:00Z
3700,20201231,AZ,4564.0,37257.0,,75981.0,2020-12-31T00:00:00Z
3701,20201231,CA,21449.0,,,,2020-12-31T02:59:00Z
3702,20201231,CO,1086.0,18598.0,,17971.0,2020-12-31T01:59:00Z
3703,20201231,CT,1136.0,,,,2020-12-30T20:30:00Z
3704,20201231,DC,234.0,,20770.0,,2020-12-30T00:00:00Z
3705,20201231,DE,411.0,,,,2020-12-30T18:00:00Z
3706,20201231,FL,6363.0,63741.0,,,2020-12-30T23:59:00Z
3707,20201231,GA,4937.0,42084.0,,,2020-12-31T14:50:00Z
3708,20201231,GU,14.0,,7047.0,,2020-12-31T05:15:00Z
3709,20201231,HI,97.0,1768.0,,,2020-12-29T17:30:00Z
3710,20201231,IA,600.0,,238982.0,,2020-12-31T00:00:00Z
3711,20201231,ID,375.0,5567.0,57770.0,,2020-12-30T19:00:00Z
3712,20201231,IL,4093.0,,,,2020-12-31T00:00:00Z
3713,20201231,IN,2842.0,34999.0,,342578.0,2020-12-30T23:59:00Z
3714,20201231,KS,767.0,6760.0,,4517.0,2020-12-30T10:00:00Z
3715,20201231,KY,1673.0,13488.0,36740.0,,2020-12-30T00:00:00Z
3716,20201231,LA,1731.0,,263712.0,,2020-12-31T13:00:00Z
3717,20201231,MA,2271.0,16098.0,261672.0,,2020-12-30T23:59:00Z
3718,20201231,MD,1773.0,26636.0,9355.0,,2020-12-31T10:00:00Z
3719,20201231,ME,177.0,1065.0,11374.0,,2020-12-30T23:59:00Z
3720,20201231,MI,2758.0,,318389.0,,2020-12-30T00:00:00Z
3721,20201231,MN,895.0,21864.0,397080.0,,2020-12-30T17:00:00Z
3722,20201231,MO,2777.0,,,,2020-12-31T00:59:00Z
3723,20201231,MP,,4.0,29.0,,2020-12-30T00:00:00Z
3724,20201231,MS,1463.0,8145.0,167263.0,,2020-12-30T00:00:00Z
3725,20201231,MT,203.0,3568.0,74991.0,,2020-12-31T01:59:00Z
3726,20201231,NC,3472.0,,,403488.0,2020-12-31T11:55:00Z
3727,20201231,ND,94.0,3552.0,89314.0,,2020-12-31T01:59:00Z
3728,20201231,NE,544.0,5220.0,105574.0,,2020-12-30T21:30:00Z
3729,20201231,NH,317.0,902.0,37350.0,,2020-12-31T09:00:00Z
3730,20201231,NJ,3716.0,47326.0,,55670.0,2020-12-31T00:00:00Z
3731,20201231,NM,803.0,9689.0,65533.0,,2020-12-31T17:50:00Z
3732,20201231,NV,1927.0,,,,2020-12-31T00:00:00Z
3733,20201231,NY,7935.0,,,102129.0,2020-12-30T14:00:00Z
3734,20201231,OH,4367.0,38334.0,556106.0,,2020-12-31T14:00:00Z
3735,20201231,OK,1924.0,17059.0,255843.0,,
3736,20201231,OR,568.0,6455.0,,,2020-12-29T03:01:00Z
3737,20201231,PA,5677.0,,429017.0,,2020-12-31T12:00:00Z
3738,20201231,PR,440.0,,66113.0,,2020-12-31T00:00:00Z
3739,20201231,RI,426.0,6506.0,,5381.0,2021-01-04T16:31:00Z
3740,20201231,SC,2025.0,14390.0,151084.0,,2020-12-29T23:59:00Z
3741,20201231,SD,297.0,5672.0,91980.0,,2020-12-30T14:00:00Z
3742,20201231,TN,3429.0,14531.0,508914.0,,2020-12-31T18:00:00Z
3743,20201231,TX,12268.0,,1423001.0,,2020-12-31T16:05:00Z
3744,20201231,UT,565.0,10956.0,224439.0,,2020-12-31T09:56:00Z
3745,20201231,VA,2744.0,18041.0,,30707.0,2020-12-30T17:00:00Z
3746,20201231,VI,,,1884.0,,2020-12-31T09:22:00Z
3747,20201231,VT,31.0,,4959.0,,2020-12-30T23:59:00Z
3748,20201231,WA,1088.0,14571.0,,,2020-12-30T02:59:00Z
3749,20201231,WI,1074.0,21350.0,447500.0,,2020-12-31T00:00:00Z
3750,20201231,WV,801.0,,59508.0,,2020-12-30T23:59:00Z
3751,20201231,WY,113.0,1102.0,42570.0,,2020-12-31T00:00:00Z
3752,20201230,AK,75.0,1017.0,,,2020-12-30T03:59:00Z
3753,20201230,AL,2813.0,33831.0,202137.0,,2020-12-30T11:00:00Z
3754,20201230,AR,1174.0,11271.0,196914.0,,2020-12-30T00:00:00Z
3755,20201230,AS,,,,,2020-12-01T00:00:00Z
3756,20201230,AZ,4526.0,36784.0,,75095.0,2020-12-30T00:00:00Z
3757,20201230,CA,21433.0,,,,2020-12-30T02:59:00Z
3758,20201230,CO,1150.0,18502.0,,17822.0,2020-12-30T01:59:00Z
3759,20201230,CT,1167.0,,,,2020-12-29T20:30:00Z
3760,20201230,DC,240.0,,20587.0,,2020-12-29T00:00:00Z
3761,20201230,DE,425.0,,,,2020-12-29T18:00:00Z
3762,20201230,FL,6298.0,63375.0,,,2020-12-29T23:59:00Z
3763,20201230,GA,4926.0,41778.0,,,2020-12-30T14:50:00Z
3764,20201230,GU,15.0,,7018.0,,2020-12-30T04:15:00Z
3765,20201230,HI,81.0,1756.0,,,2020-12-28T19:30:00Z
3766,20201230,IA,612.0,,236666.0,,2020-12-30T00:00:00Z
3767,20201230,ID,280.0,5519.0,56799.0,,2020-12-29T19:00:00Z
3768,20201230,IL,4244.0,,,,2020-12-30T00:00:00Z
3769,20201230,IN,2941.0,34761.0,,339416.0,2020-12-29T23:59:00Z
3770,20201230,KS,767.0,6760.0,,4517.0,2020-12-30T10:00:00Z
3771,20201230,KY,1673.0,13488.0,36740.0,,2020-12-30T00:00:00Z
3772,20201230,LA,1717.0,,263712.0,,2020-12-30T13:00:00Z
3773,20201230,MA,2257.0,15905.0,229910.0,,2020-12-29T23:59:00Z
3774,20201230,MD,1756.0,26447.0,9302.0,,2020-12-30T10:00:00Z
3775,20201230,ME,177.0,1039.0,11326.0,,2020-12-29T23:59:00Z
3776,20201230,MI,2758.0,,318389.0,,2020-12-30T00:00:00Z
3777,20201230,MN,926.0,21748.0,395679.0,,2020-12-29T17:00:00Z
3778,20201230,MO,2540.0,,,,2020-12-30T00:59:00Z
3779,20201230,MP,,4.0,29.0,,2020-12-30T00:00:00Z
3780,20201230,MS,1463.0,8145.0,167263.0,,2020-12-29T00:00:00Z
3781,20201230,MT,223.0,3553.0,74970.0,,2020-12-30T01:59:00Z
3782,20201230,NC,3339.0,,,403488.0,2020-12-30T13:25:00Z
3783,20201230,ND,96.0,3542.0,89099.0,,2020-12-30T01:59:00Z
3784,20201230,NE,517.0,5187.0,105135.0,,2020-12-29T22:00:00Z
3785,20201230,NH,306.0,901.0,36739.0,,2020-12-30T09:00:00Z
3786,20201230,NJ,3727.0,47090.0,,55176.0,2020-12-30T00:00:00Z
3787,20201230,NM,792.0,9614.0,64218.0,,2020-12-30T17:50:00Z
3788,20201230,NV,1988.0,,,,2020-12-30T00:00:00Z
3789,20201230,NY,7892.0,,,101295.0,2020-12-29T14:00:00Z
3790,20201230,OH,4409.0,38002.0,546305.0,,2020-12-30T14:00:00Z
3791,20201230,OK,1916.0,16813.0,252214.0,,
3792,20201230,OR,570.0,6354.0,,,2020-12-28T03:01:00Z
3793,20201230,PA,5962.0,,416679.0,,2020-12-30T12:00:00Z
3794,20201230,PR,450.0,,65045.0,,2020-12-30T00:00:00Z
3795,20201230,RI,426.0,6506.0,,5381.0,2020-12-30T13:00:00Z
3796,20201230,SC,2001.0,14236.0,149770.0,,2020-12-28T23:59:00Z
3797,20201230,SD,293.0,5639.0,91527.0,,2020-12-29T14:00:00Z
3798,20201230,TN,3425.0,14417.0,501691.0,,2020-12-30T18:00:00Z
3799,20201230,TX,11992.0,,1402336.0,,2020-12-30T18:20:00Z
3800,20201230,UT,537.0,10873.0,221055.0,,2020-12-29T11:42:00Z
3801,20201230,VA,2707.0,17910.0,,30444.0,2020-12-29T17:00:00Z
3802,20201230,VI,,,1875.0,,2020-12-30T07:34:00Z
3803,20201230,VT,33.0,,4883.0,,2020-12-29T23:59:00Z
3804,20201230,WA,1201.0,14445.0,,,2020-12-29T02:59:00Z
3805,20201230,WI,1074.0,21207.0,444609.0,,2020-12-30T00:00:00Z
3806,20201230,WV,797.0,,58474.0,,2020-12-29T23:59:00Z
3807,20201230,WY,113.0,1096.0,42197.0,,2020-12-30T00:00:00Z
3808,20201229,AK,83.0,1004.0,,,2020-12-29T03:59:00Z
3809,20201229,AL,2804.0,33452.0,193149.0,,2020-12-29T11:00:00Z
3810,20201229,AR,1161.0,11168.0,194436.0,,2020-12-29T00:00:00Z
3811,20201229,AS,,,,,2020-12-01T00:00:00Z
3812,20201229,AZ,4475.0,36075.0,,74223.0,2020-12-29T00:00:00Z
3813,20201229,CA,21240.0,,,,2020-12-29T02:59:00Z
3814,20201229,CO,1188.0,18230.0,,17652.0,2020-12-29T01:59:00Z
3815,20201229,CT,1226.0,,,,2020-12-28T20:30:00Z
3816,20201229,DC,233.0,,20316.0,,2020-12-28T00:00:00Z
3817,20201229,DE,427.0,,,,2020-12-28T18:00:00Z
3818,20201229,FL,6280.0,62999.0,,,2020-12-28T23:59:00Z
3819,20201229,GA,4839.0,41403.0,,,2020-12-29T14:50:00Z
3820,20201229,GU,19.0,,6954.0,,2020-12-29T03:15:00Z
3821,20201229,HI,89.0,1746.0,,,2020-12-27T14:30:00Z
3822,20201229,IA,620.0,,233736.0,,2020-12-29T00:00:00Z
3823,20201229,ID,280.0,5476.0,55959.0,,2020-12-28T19:00:00Z
3824,20201229,IL,4313.0,,,,2020-12-29T00:00:00Z
3825,20201229,IN,2951.0,34534.0,,335678.0,2020-12-28T23:59:00Z
3826,20201229,KS,554.0,6568.0,,4374.0,2020-12-28T10:00:00Z
3827,20201229,KY,1635.0,13224.0,36124.0,,2020-12-29T00:00:00Z
3828,20201229,LA,1689.0,,247501.0,,2020-12-29T13:00:00Z
3829,20201229,MA,2259.0,15905.0,229910.0,,2020-12-28T23:59:00Z
3830,20201229,MD,1725.0,26247.0,9302.0,,2020-12-29T10:00:00Z
3831,20201229,ME,181.0,1041.0,11248.0,,2020-12-28T23:59:00Z
3832,20201229,MI,2906.0,,318389.0,,2020-12-29T00:00:00Z
3833,20201229,MN,966.0,21605.0,393506.0,,2020-12-29T17:00:00Z
3834,20201229,MO,2540.0,,,,2020-12-29T00:59:00Z
3835,20201229,MP,,4.0,29.0,,2020-12-28T00:00:00Z
3836,20201229,MS,1409.0,8145.0,167263.0,,2020-12-28T00:00:00Z
3837,20201229,MT,218.0,3514.0,74096.0,,2020-12-29T01:59:00Z
3838,20201229,NC,3377.0,,,403488.0,2020-12-29T12:25:00Z
3839,20201229,ND,115.0,3533.0,88854.0,,2020-12-29T01:59:00Z
3840,20201229,NE,534.0,5159.0,103592.0,,2020-12-28T21:45:00Z
3841,20201229,NH,295.0,901.0,36079.0,,2020-12-29T09:00:00Z
3842,20201229,NJ,3765.0,46784.0,,54739.0,2020-12-29T00:00:00Z
3843,20201229,NM,806.0,9513.0,63232.0,,2020-12-29T17:42:00Z
3844,20201229,NV,1929.0,,,,2020-12-29T00:00:00Z
3845,20201229,NY,7814.0,,,100442.0,2020-12-28T14:00:00Z
3846,20201229,OH,4516.0,37636.0,535487.0,,2020-12-29T14:00:00Z
3847,20201229,OK,1927.0,16426.0,248748.0,,
3848,20201229,OR,563.0,6277.0,,,2020-12-28T03:01:00Z
3849,20201229,PA,6022.0,,404526.0,,2020-12-29T16:00:00Z
3850,20201229,PR,462.0,,64210.0,,2020-12-29T00:00:00Z
3851,20201229,RI,423.0,6453.0,,5335.0,2020-12-29T13:00:00Z
3852,20201229,SC,1954.0,14103.0,148226.0,,2020-12-27T23:59:00Z
3853,20201229,SD,303.0,5605.0,90974.0,,2020-12-28T14:00:00Z
3854,20201229,TN,3274.0,14276.0,493743.0,,2020-12-29T18:00:00Z
3855,20201229,TX,11775.0,,1387358.0,,2020-12-29T18:05:00Z
3856,20201229,UT,548.0,10763.0,218522.0,,2020-12-29T11:42:00Z
3857,20201229,VA,2698.0,17782.0,,30133.0,2020-12-28T17:00:00Z
3858,20201229,VI,,,1824.0,,2020-12-25T13:10:00Z
3859,20201229,VT,34.0,,4804.0,,2020-12-28T23:59:00Z
3860,20201229,WA,1280.0,14276.0,,,2020-12-28T02:59:00Z
3861,20201229,WI,1082.0,21081.0,440857.0,,2020-12-29T00:00:00Z
3862,20201229,WV,761.0,,57225.0,,2020-12-28T23:59:00Z
3863,20201229,WY,119.0,1093.0,42123.0,,2020-12-29T16:06:00Z
3864,20201228,AK,78.0,994.0,,,2020-12-28T03:59:00Z
3865,20201228,AL,2802.0,32999.0,193149.0,,2020-12-28T11:00:00Z
3866,20201228,AR,1155.0,11062.0,192134.0,,2020-12-28T00:00:00Z
3867,20201228,AS,,,,,2020-12-01T00:00:00Z
3868,20201228,AZ,4390.0,35630.0,,73429.0,2020-12-28T00:00:00Z
3869,20201228,CA,20642.0,,,,2020-12-28T02:59:00Z
3870,20201228,CO,1173.0,17962.0,,17533.0,2020-12-28T01:59:00Z
3871,20201228,CT,1219.0,,,,2020-12-27T20:30:00Z
3872,20201228,DC,232.0,,20143.0,,2020-12-27T00:00:00Z
3873,20201228,DE,428.0,,,,2020-12-27T18:00:00Z
3874,20201228,FL,6109.0,62507.0,,,2020-12-27T23:59:00Z
3875,20201228,GA,4729.0,40952.0,,,2020-12-28T14:50:00Z
3876,20201228,GU,19.0,,6908.0,,2020-12-28T04:15:00Z
3877,20201228,HI,125.0,1751.0,,,2020-12-26T19:30:00Z
3878,20201228,IA,586.0,,229624.0,,2020-12-28T00:00:00Z
3879,20201228,ID,393.0,5425.0,55186.0,,2020-12-27T19:00:00Z
3880,20201228,IL,4243.0,,,,2020-12-28T00:00:00Z
3881,20201228,IN,2866.0,34272.0,,330642.0,2020-12-27T23:59:00Z
3882,20201228,KS,554.0,6568.0,,4374.0,2020-12-28T10:00:00Z
3883,20201228,KY,1552.0,13099.0,35988.0,,2020-12-28T00:00:00Z
3884,20201228,LA,1597.0,,247501.0,,2020-12-28T13:00:00Z
3885,20201228,MA,2230.0,15905.0,229910.0,,2020-12-27T23:59:00Z
3886,20201228,MD,1738.0,26078.0,9300.0,,2020-12-28T10:00:00Z
3887,20201228,ME,181.0,1032.0,11184.0,,2020-12-27T23:59:00Z
3888,20201228,MI,2811.0,,318389.0,,2020-12-28T00:00:00Z
3889,20201228,MN,878.0,21420.0,391248.0,,2020-12-27T17:00:00Z
3890,20201228,MO,2429.0,,,,2020-12-28T00:59:00Z
3891,20201228,MP,,4.0,29.0,,2020-12-27T00:00:00Z
3892,20201228,MS,1325.0,8145.0,167263.0,,2020-12-27T00:00:00Z
3893,20201228,MT,213.0,3464.0,73481.0,,2020-12-28T01:59:00Z
3894,20201228,NC,3192.0,,,403488.0,2020-12-28T11:55:00Z
3895,20201228,ND,108.0,3500.0,88411.0,,2020-12-28T01:59:00Z
3896,20201228,NE,527.0,5108.0,102169.0,,2020-12-27T21:15:00Z
3897,20201228,NH,269.0,895.0,35447.0,,2020-12-28T09:00:00Z
3898,20201228,NJ,3619.0,46483.0,,54437.0,2020-12-28T00:00:00Z
3899,20201228,NM,788.0,9405.0,61899.0,,2020-12-28T17:59:00Z
3900,20201228,NV,1899.0,,,,2020-12-28T00:00:00Z
3901,20201228,NY,7559.0,,,100008.0,2020-12-27T14:00:00Z
3902,20201228,OH,4511.0,37076.0,523494.0,,2020-12-28T14:00:00Z
3903,20201228,OK,1729.0,16336.0,244676.0,,
3904,20201228,OR,530.0,6168.0,,,2020-12-27T03:01:00Z
3905,20201228,PA,5995.0,,392834.0,,2020-12-28T12:00:00Z
3906,20201228,PR,447.0,,63385.0,,2020-12-28T00:00:00Z
3907,20201228,RI,412.0,6403.0,,5306.0,2020-12-28T13:00:00Z
3908,20201228,SC,1867.0,14050.0,147106.0,,2020-12-26T23:59:00Z
3909,20201228,SD,288.0,5583.0,89688.0,,2020-12-27T14:00:00Z
3910,20201228,TN,3151.0,14156.0,483525.0,,2020-12-28T18:00:00Z
3911,20201228,TX,11351.0,,1357576.0,,2020-12-28T17:35:00Z
3912,20201228,UT,532.0,10643.0,216242.0,,2020-12-28T09:48:00Z
3913,20201228,VA,2563.0,17605.0,,29782.0,2020-12-27T17:00:00Z
3914,20201228,VI,,,1824.0,,2020-12-25T13:10:00Z
3915,20201228,VT,20.0,,4732.0,,2020-12-27T23:59:00Z
3916,20201228,WA,1200.0,14096.0,,,2020-12-26T02:59:00Z
3917,20201228,WI,1113.0,20911.0,438394.0,,2020-12-28T00:00:00Z
3918,20201228,WV,720.0,,55900.0,,2020-12-27T23:59:00Z
3919,20201228,WY,115.0,1053.0,41878.0,,2020-12-28T00:00:00Z
3920,20201227,AK,71.0,992.0,,,2020-12-27T03:59:00Z
3921,20201227,AL,2585.0,32115.0,193149.0,,2020-12-27T11:00:00Z
3922,20201227,AR,1093.0,11009.0,189915.0,,2020-12-27T00:00:00Z
3923,20201227,AS,,,,,2020-12-01T00:00:00Z
3924,20201227,AZ,4190.0,35390.0,,72703.0,2020-12-27T00:00:00Z
3925,20201227,CA,20059.0,,,,2020-12-27T02:59:00Z
3926,20201227,CO,1186.0,17912.0,,17419.0,2020-12-27T01:59:00Z
3927,20201227,CT,1200.0,,,,2020-12-23T20:30:00Z
3928,20201227,DC,232.0,,20040.0,,2020-12-26T00:00:00Z
3929,20201227,DE,403.0,,,,2020-12-26T18:00:00Z
3930,20201227,FL,5910.0,62296.0,,,2020-12-26T23:59:00Z
3931,20201227,GA,4499.0,40787.0,,,2020-12-27T14:50:00Z
3932,20201227,GU,18.0,,6743.0,,2020-12-27T05:30:00Z
3933,20201227,HI,64.0,1711.0,,,2020-12-25T19:30:00Z
3934,20201227,IA,553.0,,228761.0,,2020-12-27T00:00:00Z
3935,20201227,ID,393.0,5392.0,54574.0,,2020-12-26T19:00:00Z
3936,20201227,IL,4083.0,,,,2020-12-27T00:00:00Z
3937,20201227,IN,2811.0,34102.0,,324634.0,2020-12-26T23:59:00Z
3938,20201227,KS,1014.0,6424.0,,4286.0,2020-12-23T10:00:00Z
3939,20201227,KY,1504.0,13067.0,35952.0,,2020-12-27T00:00:00Z
3940,20201227,LA,1530.0,,247501.0,,2020-12-27T13:00:00Z
3941,20201227,MA,2156.0,15905.0,229910.0,,2020-12-26T23:59:00Z
3942,20201227,MD,1692.0,25851.0,9300.0,,2020-12-27T10:00:00Z
3943,20201227,ME,183.0,1024.0,11150.0,,2020-12-26T23:59:00Z
3944,20201227,MI,3108.0,,318389.0,,2020-12-26T00:00:00Z
3945,20201227,MN,1048.0,21315.0,388919.0,,2020-12-26T17:00:00Z
3946,20201227,MO,2696.0,,,,2020-12-27T00:59:00Z
3947,20201227,MP,,4.0,29.0,,2020-12-25T00:00:00Z
3948,20201227,MS,1377.0,8039.0,154669.0,,2020-12-26T00:00:00Z
3949,20201227,MT,200.0,3451.0,72729.0,,2020-12-27T01:59:00Z
3950,20201227,NC,3123.0,,,403488.0,2020-12-27T12:55:00Z
3951,20201227,ND,106.0,3495.0,88177.0,,2020-12-27T01:59:00Z
3952,20201227,NE,503.0,5104.0,102012.0,,2020-12-26T21:15:00Z
3953,20201227,NH,270.0,895.0,33107.0,,2020-12-27T09:00:00Z
3954,20201227,NJ,3469.0,46373.0,,54149.0,2020-12-27T00:00:00Z
3955,20201227,NM,758.0,9266.0,60528.0,,2020-12-27T17:30:00Z
3956,20201227,NV,1885.0,,,,2020-12-27T00:00:00Z
3957,20201227,NY,7183.0,,,99583.0,2020-12-26T14:00:00Z
3958,20201227,OH,4371.0,36786.0,517057.0,,2020-12-27T14:00:00Z
3959,20201227,OK,1729.0,16289.0,243018.0,,
3960,20201227,OR,530.0,6168.0,,,2020-12-26T15:01:00Z
3961,20201227,PA,5905.0,,381238.0,,2020-12-27T12:00:00Z
3962,20201227,PR,445.0,,63385.0,,2020-12-27T00:00:00Z
3963,20201227,RI,442.0,6131.0,,5041.0,2020-12-28T16:31:00Z
3964,20201227,SC,1780.0,13975.0,145988.0,,2020-12-25T23:59:00Z
3965,20201227,SD,274.0,5561.0,89249.0,,2020-12-26T14:00:00Z
3966,20201227,TN,3023.0,14091.0,480227.0,,2020-12-27T18:00:00Z
3967,20201227,TX,10886.0,,1346963.0,,2020-12-27T15:30:00Z
3968,20201227,UT,517.0,10584.0,214048.0,,2020-12-27T10:13:00Z
3969,20201227,VA,2495.0,17548.0,,29661.0,2020-12-26T17:00:00Z
3970,20201227,VI,,,1824.0,,2020-12-25T13:10:00Z
3971,20201227,VT,34.0,,4667.0,,2020-12-26T23:59:00Z
3972,20201227,WA,1200.0,14096.0,,,2020-12-26T02:59:00Z
3973,20201227,WI,1089.0,20829.0,436233.0,,2020-12-27T00:00:00Z
3974,20201227,WV,699.0,,55019.0,,2020-12-26T23:59:00Z
3975,20201227,WY,146.0,1040.0,41346.0,,2020-12-27T00:00:00Z
3976,20201226,AK,79.0,991.0,,,2020-12-26T03:59:00Z
3977,20201226,AL,2470.0,32115.0,193149.0,,2020-12-26T11:00:00Z
3978,20201226,AR,1059.0,10956.0,188213.0,,2020-12-26T00:00:00Z
3979,20201226,AS,,,,,2020-12-01T00:00:00Z
3980,20201226,AZ,4165.0,35337.0,,71948.0,2020-12-26T00:00:00Z
3981,20201226,CA,19797.0,,,,2020-12-26T02:59:00Z
3982,20201226,CO,1168.0,17860.0,,17287.0,2020-12-26T01:59:00Z
3983,20201226,CT,1200.0,,,,2020-12-23T20:30:00Z
3984,20201226,DC,244.0,,19883.0,,2020-12-24T00:00:00Z
3985,20201226,DE,400.0,,,,2020-12-25T18:00:00Z
3986,20201226,FL,5647.0,62118.0,,,2020-12-25T23:59:00Z
3987,20201226,GA,4325.0,40648.0,,,2020-12-26T14:50:00Z
3988,20201226,GU,18.0,,6743.0,,2020-12-26T07:15:00Z
3989,20201226,HI,64.0,1711.0,,,2020-12-25T05:59:00Z
3990,20201226,IA,558.0,,227670.0,,2020-12-26T00:00:00Z
3991,20201226,ID,433.0,5357.0,53535.0,,2020-12-24T19:00:00Z
3992,20201226,IL,4021.0,,,,2020-12-26T00:00:00Z
3993,20201226,IN,2808.0,33835.0,,323054.0,2020-12-25T23:59:00Z
3994,20201226,KS,1014.0,6424.0,,4286.0,2020-12-23T10:00:00Z
3995,20201226,KY,1511.0,13035.0,35936.0,,2020-12-26T00:00:00Z
3996,20201226,LA,1633.0,,247501.0,,2020-12-24T13:00:00Z
3997,20201226,MA,2077.0,15905.0,229910.0,,2020-12-25T23:59:00Z
3998,20201226,MD,1685.0,25717.0,9272.0,,2020-12-26T10:00:00Z
3999,20201226,ME,183.0,1020.0,11108.0,,2020-12-25T23:59:00Z
4000,20201226,MI,3108.0,,318389.0,,2020-12-26T00:00:00Z
4001,20201226,MN,1048.0,21213.0,382705.0,,2020-12-25T17:00:00Z
4002,20201226,MO,2821.0,,,,2020-12-26T00:59:00Z
4003,20201226,MP,,4.0,29.0,,2020-12-25T00:00:00Z
4004,20201226,MS,1377.0,8039.0,154669.0,,2020-12-25T00:00:00Z
4005,20201226,MT,216.0,3429.0,72284.0,,2020-12-26T01:59:00Z
4006,20201226,NC,3023.0,,,403488.0,2020-12-26T13:15:00Z
4007,20201226,ND,111.0,3485.0,87762.0,,2020-12-26T01:59:00Z
4008,20201226,NE,505.0,5085.0,94708.0,,2020-12-25T21:30:00Z
4009,20201226,NH,277.0,894.0,33113.0,,2020-12-26T09:00:00Z
4010,20201226,NJ,3431.0,46257.0,,53910.0,2020-12-26T00:00:00Z
4011,20201226,NM,749.0,9181.0,59506.0,,2020-12-26T17:30:00Z
4012,20201226,NV,1885.0,,,,2020-12-26T00:00:00Z
4013,20201226,NY,6884.0,,,99156.0,2020-12-25T14:00:00Z
4014,20201226,OH,4298.0,36513.0,510332.0,,2020-12-26T14:00:00Z
4015,20201226,OK,1729.0,16122.0,238103.0,,
4016,20201226,OR,530.0,6168.0,,,2020-12-25T03:01:00Z
4017,20201226,PA,5806.0,,381238.0,,2020-12-26T12:00:00Z
4018,20201226,PR,451.0,,62579.0,,2020-12-26T00:00:00Z
4019,20201226,RI,442.0,6131.0,,5041.0,2020-12-28T16:31:00Z
4020,20201226,SC,1758.0,13894.0,143320.0,,2020-12-23T23:59:00Z
4021,20201226,SD,289.0,5533.0,88428.0,,2020-12-25T14:00:00Z
4022,20201226,TN,3002.0,14071.0,476700.0,,2020-12-26T18:00:00Z
4023,20201226,TX,10773.0,,1339447.0,,2020-12-26T15:55:00Z
4024,20201226,UT,526.0,10522.0,211473.0,,2020-12-26T10:54:00Z
4025,20201226,VA,2454.0,17464.0,,29545.0,2020-12-25T17:00:00Z
4026,20201226,VI,,,1824.0,,2020-12-25T13:10:00Z
4027,20201226,VT,17.0,,4591.0,,2020-12-25T23:59:00Z
4028,20201226,WA,1200.0,13908.0,,,2020-12-24T02:59:00Z
4029,20201226,WI,1243.0,20734.0,433415.0,,2020-12-26T00:00:00Z
4030,20201226,WV,686.0,,54295.0,,2020-12-25T23:59:00Z
